date,sector,uniqcode,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,prmom1d_f,prmom1w_f,prmom2w_f,prmom3w_f,mom13,mom14
2017/2/28,45,RQ0VVR,-0.440584636,-2.574784466,-3.835626944,-5.611826175,-14.14067221,-17.12468569,-10.81343127,-12.05229186,-1.276457828,13.08935297,9.812554727,11.08901256,1.760870792,-3.245841053,-3.30612394,-2.00309051,1.413282865,0.594545364
2017/2/28,45,RQ9PR2,-16.73551401,-14.55912556,-20.61420802,-7.17475144,-10.22625974,-18.51963561,-25.21673977,-34.76000015,-8.147372302,,,,-1.134219208,-0.188192985,-1.588858401,3.583492209,1.750331631,3.061103821
2017/2/28,25,RS1WKD,0.438292199,0.760648661,-1.040990774,1.344342374,-0.861771727,-0.415433825,-10.04741669,-20.20012754,-9.966614676,-10.49929516,-11.77951508,-1.812900401,-1.822642594,-2.356268135,-2.527259159,-2.43617152,0.855531442,-0.394323349
2017/2/28,40,RS34ZL,-0.090545481,0.743405904,-0.093356512,-3.140208807,-2.891561481,-3.86605429,0.465634972,7.90330689,9.965752308,6.421493444,0.802681616,-9.163070692,0.804586188,0.882552925,0.527555677,-5.067852438,0.276236431,0.87001276
2017/2/28,35,RV60PG,-1.788400199,-1.482726228,1.731376822,-3.896612366,-5.032412623,-8.589207291,-10.25662497,-6.892658035,0.551010466,-11.76004691,-24.81816136,-25.36917183,-0.336591529,-1.320708191,-1.060029617,-2.118236829,0.904195472,-0.110243499
2017/2/28,20,RVCJ5M,1.917345337,0.447914881,-0.566401537,-1.849324613,-1.709647205,0.237340059,5.847901482,6.976817545,6.756436695,3.597410956,3.960407499,-2.796029196,0.675971681,1.535457326,1.042459419,-0.34861114,0.414309223,0.555521488
2017/2/28,30,RW4DW5,0.568818675,0.702568003,-0.146336699,3.092772258,-4.370923873,-5.684288883,-1.459707601,-9.514083383,-11.75153327,-11.77890787,-16.50641588,-4.754882606,2.124080741,1.010652199,1.171841556,-1.868650077,0.607969982,0.184306383
2017/2/28,40,RWB1HB,0.026833593,0.679575875,-0.727941908,0.369310506,0.851617772,3.683052017,3.656513267,-2.742444673,-21.06036476,-22.34218206,-22.25768566,-1.197320896,-0.745843812,0.407272458,1.814869866,6.116625975,-0.662276131,-0.143335223
2017/2/28,30,RWC9XJ,0.012200619,-0.087688727,-0.294108187,3.119107829,2.272810528,2.659001981,5.073425078,4.405426366,0.653502727,2.42123159,-3.851770939,-4.505273666,-0.369709259,0.010398876,0.255693675,-0.490812677,-0.625212229,0.100932658
2017/2/28,20,RWF3B6,0.535155648,-2.749535423,-2.344563576,-4.400845007,-2.408628469,-5.368524938,-5.070998369,-6.506544409,1.546983462,-0.850429547,-0.430465,-1.977448462,1.833841681,0.371149645,-0.681709274,-4.30938101,0.674811238,0.722333431
2017/2/28,40,RWGCRD,0.289907471,0.807240096,0.71405382,0.861999804,3.081431031,-0.380193928,-9.32017823,-10.35519858,-10.3620607,-17.94599362,-19.30567309,-8.943612391,-0.484443812,-0.209014403,1.52515833,2.059983471,0.72100168,-1.965815544
2017/2/28,40,RWHXPV,-1.453850483,-1.507925539,-1.307530334,-0.38235419,-0.049953588,1.686394783,3.281518473,3.202717189,10.31324408,17.23079794,14.52097986,4.207735778,0.158056188,1.698724512,1.931820401,-1.673375804,-0.067653528,0.623774052
2017/2/28,25,RX8FJX,-2.873110892,-6.113361269,-9.598269415,-18.5278488,-20.93758317,-19.38474179,-11.02782877,-18.21735567,-6.109378728,-9.471598887,-8.728106856,-2.618728127,-1.123072594,0.024988663,1.538763917,1.219671994,1.98757785,2.704092026
2017/2/28,45,RXH8LB,-0.959684282,-1.296881297,-3.94419926,-2.581905214,3.378496306,2.391944299,6.745938377,9.154772669,7.914823545,6.5145065,4.770963186,-3.143860359,1.674900792,3.972255463,3.935885632,-0.054064166,-0.53335562,1.084207535
2017/2/28,45,RXHPCQ,0.739655795,2.637606628,2.779665974,2.98959881,2.785545583,-3.654023914,-7.675682257,-1.891752177,2.419454383,-5.745427664,-12.28643378,-14.70588816,0.342020792,1.673680321,1.803836573,1.635456918,0.236866535,-1.897233009
2017/2/28,45,RZR3SW,-1.067392542,-14.71358696,-13.82669341,-12.04467852,-12.13174792,-14.91666026,-20.88173359,-18.1832904,-0.730968395,0.294127691,-3.781626237,-3.050657842,-0.937809208,-3.076802244,1.09579776,0.961880934,1.263289144,1.323292732
2017/2/28,15,RZW8QS,-0.536747988,0.688848941,1.034985301,0.729882912,-0.23511774,-0.852701879,-7.087118969,-8.214632271,1.978283159,-3.494955442,-7.115887075,-9.094170235,-2.018702045,2.761640669,3.927101202,3.485673419,0.440539536,-0.49529171
2017/2/28,20,S0VV0G,0.909346724,1.86799921,0.828942535,1.919330908,3.198079074,11.54473783,11.64135944,11.7541435,-1.155213023,-4.402754448,-7.164819321,-6.009606298,-0.186008319,-1.613464617,-4.111697695,-7.766096302,-0.625624485,0.177920699
2017/2/28,20,S21BMQ,-1.234171099,-0.155585464,-0.423468228,-1.529024527,-2.837879766,-3.721496858,-5.547716006,-7.461926596,-26.99343025,6.032497444,4.834257876,31.82768813,-2.106478319,0.911844084,0.645889276,5.011345918,0.994786801,-0.24414289
2017/2/28,45,S27LPQ,-0.352624482,0.20209811,0.03748517,6.217479282,5.94411989,5.760735873,13.68672352,2.817024873,-7.296676461,-11.40230679,-16.19026591,-8.893589445,0.051320792,1.895621233,2.754885596,2.223542586,-0.263410316,-0.321864605
2017/2/28,30,S2ZPM8,-0.72564863,-0.248553133,-1.44208345,-4.05133638,-5.275255832,-2.679828656,-0.00435229,4.426130726,-1.589475277,0.9464637,2.621006605,4.210481882,2.072700741,2.188932924,1.843096914,3.776131525,0.675017012,1.645233154
2017/2/28,35,S38X5X,0.088030987,-0.881121225,-1.076363046,1.306117917,4.064634484,3.339226806,-3.526151058,-9.457671581,-8.998984769,-8.371443974,-11.18849761,-2.189512837,0.169448471,1.050855759,1.005833544,-3.405445142,-0.503457638,-1.762237549
2017/2/28,20,S48T3X,0.303447943,-1.350401879,-2.235726536,-0.072470678,2.073710325,-1.587120464,-0.207889786,-3.743537438,2.191142211,7.38747225,4.406752756,2.215610545,-0.278868319,-0.475314578,-3.997055705,-2.472097876,0.084014409,0.653728008
2017/2/28,30,S4D2D0,-2.223888494,-2.42991954,-6.322045235,0.276123259,-0.140755617,-0.838364133,0.838976155,4.395175461,1.19753554,1.023267389,2.163334256,0.965798716,-0.449329259,0.746899023,0.488374097,0.459183775,-0.459884997,0.699650288
2017/2/28,45,S5G28Y,1.718111364,1.737036631,1.318605179,0.026385153,3.652549704,3.413873515,6.429540552,8.857970327,-5.75625595,2.879258284,-3.341002836,2.415253115,-0.427769208,-1.207122672,-3.150511178,-1.521125564,0.013349985,0.04440105
2017/2/28,20,S6P83S,0.520894972,1.576086498,0.714027434,0.268183765,0.421008607,1.187122727,0.228528227,4.068328491,-3.234798529,-13.23898337,-9.756632175,-6.521833646,-3.499778319,-6.056552275,-3.835770231,-3.893562321,0.526107677,-0.312095881
