,date,sector,uniqcode,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,prmom1d_f,prmom1w_f,prmom2w_f,prmom3w_f,mom13,mom14,pred,min,max,Average,std,median,mad,kurt,skew,real_choose,pred_choose,pred_bay,pred_deep,pred_linear,pred_gussian,pred_ridge,pred_SGD,pred_svr,pred_gradient,pred_adaboost,tens_pred,keras_pred,pred_essemble
0,2017-02-01,45,B00CQC,-0.068112105,0.00774984,-0.783122055,-4.776750573999999,-2.6884730510000003,-3.227844835,-3.430118835,-1.9948486980000002,-13.64709689,-14.24603502,-19.11725991,-5.470163017999999,-0.231408875,1.077722542,1.293836605,4.3232398210000005,0.446711233,1.473064423,5.237022275,-19.11725991,45.0,-0.5410943563499998,12.379805437111084,-0.507265465,,,,1,1,0.3401202905726918,-0.5805018420126112,-0.27390910221864595,5.098126656679651e-23,-0.2733503626648437,-101165814685.14182,0.5255349739180829,0.5626734213769607,2.4587827948508307,,,1.4053328
1,2017-02-01,40,B04MVC,-0.288406286,-1.317830613,-1.100512942,0.09489318699999999,-0.787768502,-0.576742774,-1.042929582,-2.595225912,1.839590185,6.753168398,13.310097699999998,11.47050751,0.253513289,-0.21512953399999998,-0.7870308690000001,-1.835297915,0.20833845399999998,0.410824299,-1.758905055,-2.595225912,40.0,3.1017576518999994,9.691349704075702,-0.25176791,,,,0,1,0.3775796384708572,-0.09534282167707542,0.29833567493314406,-0.0001470583964686164,0.2984376707124581,1477292909357.0427,0.2650748550872024,0.8489582608733282,0.4825340016909098,,,0.5322604
2,2017-02-01,10,B05HH5,-1.714203687,-3.9238709989999996,-2.0180304490000003,-4.1753387989999995,-5.134941498,-12.75373853,-28.91156331,-23.95851075,-10.60830891,-8.45296503,-6.100318089,4.507990817,4.28346253,1.176673092,0.525885747,-3.7248211139999996,0.341030855,-0.378746986,-11.03880026,-28.91156331,10.0,-5.102955768499999,9.220900822598352,-3.8243460564999996,,,,0,1,0.38354920407882614,-1.9723897094392906,0.8763132919429237,2.0873849569794705e-96,0.8761816421930311,-683142743754.5638,0.52446262522983,14.81350428321358,7.769069461923076,,,0.08020848
3,2017-02-01,10,B0HDHL,2.672320418,2.3341217530000002,1.704561964,0.887026767,2.508756144,7.0462312979999995,11.40886874,15.80293829,9.484855378999999,10.46230759,33.37061608,23.8857607,0.73411253,1.294171269,-0.7656135690000001,-2.517636527,-1.829763927,0.982153416,1.5011269880000002,-2.517636527,33.37061608,6.548345765149999,9.158711545523394,2.4214389485,,,,0,0,0.5606520967935942,-1.3474896756973904,1.6502790665190867,-4.442038952512809e-106,1.6501947549469076,1467544185259.4824,0.5244626252296852,2.3865066782031708,-2.9941080160760802,,,-1.1591578
4,2017-02-01,40,B18X3G,0.659994,1.368386857,-0.222638858,-2.0225379009999997,-0.378424826,1.6378848940000001,-3.8000680489999996,-15.47009665,-24.19385254,-19.4768286,-20.75192835,3.441924191,1.182573289,2.763850768,-1.6285303480000002,2.211753327,0.29828852,0.016330212,4.0244324869999994,-24.19385254,40.0,-1.516974378850001,13.092906267957973,0.157309366,,,,0,1,0.3871585222465234,-1.96836572740744,0.17620726533567244,5.862949425243963e-15,0.17632164067835965,-496276601834.4013,0.5355488363750698,-1.524189227471139,0.5649885594774627,,,0.47255987
5,2017-02-01,20,B2DTQ7,-1.26693638,-1.7892822990000001,-1.564196326,1.294099693,1.4779271630000002,0.24007304,2.151976265,2.732496237,-1.342927494,-1.028354565,1.00302518,2.345952675,0.225006295,-0.20038820899999998,-0.9431468759999999,-2.528819535,-0.933665625,0.413263559,-0.42581167600000003,-2.528819535,20.0,0.9930145561,4.7100985487485065,0.012309043000000006,,,,0,0,0.438820015770929,0.5007877377526179,0.7386381531627156,-4.707341174103942e-13,0.738571047622156,478334959293.92456,0.5027773760246448,0.6027294098839786,0.8311468727915488,,,0.10675623
6,2017-02-01,35,B3FZ0D,4.721454045,2.926248717,1.403506476,0.7069705279999999,1.02077892,2.8640845689999996,5.663846563,9.579926223,-2.442977033,-6.223884984,-11.22522536,-8.782248331,-0.672773043,1.9581247259999999,-1.912203242,-0.9848881540000001,-0.510841698,0.10148400099999999,-0.9069756090000001,-11.22522536,35.0,1.6142203657,9.168468219384964,0.40422726449999996,,,,1,0,0.39568866061264363,-0.7284544039774549,0.33984422190657404,1.0562087426500828e-18,0.3397596173522325,565596667455.8251,0.5286899288111505,1.5936706342343947,-0.0796901734047635,,,0.56090343
7,2017-02-01,35,B3G26H,-1.32528821,-1.706791288,-2.22082523,-1.5657704140000002,-0.07653957900000001,-1.222191462,-5.195653255,0.49333545100000004,-4.101072885,-11.59506818,-12.14576101,-8.044688125,-0.127883043,0.674324791,-2.863485479,-2.247748956,0.080101397,-0.007018611,-7.94015297,-12.14576101,35.0,-1.3069088529,9.380571255497264,-1.636280851,,,,1,1,0.3616249622606613,-0.6977082730665854,0.4971816257157154,-2.63480810908319e-12,0.49707289493519174,-83421848379.16772,0.49439864636229475,0.12700938627106523,1.992787773850144,,,0.5405566
8,2017-02-01,25,B3L74D,1.940767104,-1.055970311,-1.829718428,-1.8359550340000002,-2.8556435789999997,-10.09267569,-17.31741609,-26.04622792,-6.6685304379999994,-10.56160305,-19.75302938,-13.08449894,1.018613632,-0.20238539600000002,-2.720181503,-17.09851012,1.333200494,0.091994941,-8.020589376,-26.04622792,25.0,-5.487917954200001,10.777478521176944,-2.787912541,,,,1,1,0.3014041853084118,-3.05497791651883,-0.4930807918084701,1.4719161133829268e-54,-0.49291610953672516,-357593687547.22565,0.5244626247550935,0.3093552141347937,2.5637765304736853,,,0.5505497
9,2017-02-01,20,B4K45G,-1.600925056,-5.091522651,-8.054517053,-11.11883783,-12.30391183,-13.09802437,-10.444989699999999,-3.148663642,6.461883932,11.82766209,4.544547583,-1.917336348,-0.554043705,-1.891801691,-2.8261197769999997,-1.1365566059999999,1.902751251,3.032043457,-1.9921146140000001,-13.09802437,20.0,-1.3705238280000003,8.134738768939867,-1.9045690195,,,,1,1,0.3173410357375384,-1.1140942876894635,-0.7399181217384918,6.681972885793777e-51,-0.7393747238285182,965661493961.9891,0.5244628019264572,-1.1742211740617792,-0.32632716199999995,,,-1.2628968
